id,submitdate,lastpage,startlanguage,FYllatus,FYllatus[other],FKurbus,FKurbus[other],FHirm,FHirm[other],FViha,FViha[other],FVastikus,FVastikus[other],FRoom,FRoom[other],R1Kurb,R1Kurb[other],R1Hirm,R1Hirm[other],R2Yllatunud,R2Yllatunud[other],R2Onnelik,R2Onnelik[other],R1Kuri,R1Kuri[other],R1Neutraalne,R1Neutraalne[other],R2Keskendunud,R2Keskendunud[other],R2Keskendunud2,R2Keskendunud2[other],R2Kurb,R2Kurb[other],R2Neutraalne,R2Neutraalne[other],R2Segaduses,R2Segaduses[other],R2Yllatunud2,R2Yllatunud2[other],R3Roomus,R3Roomus[other],R3Kurb,R3Kurb[other],R3Yllatunud,R3Yllatunud[other],R3Segaduses,R3Segaduses[other],K2,K2[other],R4Roomus,R4Roomus[other],R4Kuri,R4Kuri[other],R4Neutraalne,R4Neutraalne[other],YStopping,YStopping[other],Y2Stop,Y2Stop[other],Y4AnnabTeed,Y4AnnabTeed[other],Y6Soidab,Y6Soidab[other],YGoAhead,YGoAhead[other],YAnnabTeedPeatunud,YAnnabTeedPeatunud[other],Y5HakkabSoitma,Y5HakkabSoitma[other],Y3Yletee,Y3Yletee[other],Sugu,Vanus,Igap2evaneSuhtlus,Email,Valimised
70,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,hirm,,neutraalne,,viha,,segadustunne,,neutraalne,,kurbus,,kurbus,,keskendunud,,segadustunne,,hirm,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,hirm,,keskendunud,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,22,Jah,Jah,käisin valimisjaoskonnas
71,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,keskendunud,,viha,,segadustunne,,neutraalne,,kurbus,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,neutraalne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,muu,"Tablool kujutatu võib olla informatsioon jalakäijale, kuid ma ei ole selle tähendust liikluseeskirjast õppinud. Kui tähendus seal kirjas on, siis alles võin öelda, kassõiduk hakkab selle järgi peatuma või mitte.",muu,"Tablool kujutatu võib olla informatsioon jalakäijale, kuid ma ei ole selle tähendust liikluseeskirjast õppinud. Kui tähendus seal kirjas on, siis alles võin öelda, kassõiduk hakkab selle järgi peatuma või mitte.",muu,"Tablool kujutatu võib olla informatsioon jalakäijale, kuid ma ei ole selle tähendust liikluseeskirjast õppinud. Kui tähendus seal kirjas on, siis alles võin öelda, kassõiduk hakkab selle järgi peatuma või mitte.",muu,"Tablool kujutatu võib olla informatsioon jalakäijale, kuid ma ei ole selle tähendust liikluseeskirjast õppinud. Kui tähendus seal kirjas on, siis alles võin öelda, kassõiduk hakkab selle järgi liikuma või mitte.",muu,"Tablool kujutatu võib olla informatsioon jalakäijale, kuid ma ei ole selle tähendust liikluseeskirjast õppinud. Kui tähendus seal kirjas on, siis alles võin öelda, kassõiduk hakkab selle järgi liikuma või mitte.",muu,"Projektsioon viitab, et sõiduk annab mulle teed. Projektsiooni korral arvestaksin, et tegu on teekattemärgistusega, mis on liikluseeskirjas kirjas.",Mees,30,Jah,Jah,kasutasin e-valimiste võimalust
72,01-01-80 00:00,3,et,üllatunud,,segadustunne,,hirm,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,hirm,,keskendunud,,viha,,segadustunne,,neutraalne,,keskendunud,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,hirm,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,26,Jah,Jah,kasutasin e-valimiste võimalust
73,01-01-80 00:00,3,et,rõõm,,üllatunud,,vastikus,,üllatunud,,kurbus,,viha,,neutraalne,,vastikus,,kurbus,,rõõm,,segadustunne,,keskendunud,,hirm,,viha,,rõõm,,kurbus,,vastikus,,segadustunne,,viha,,rõõm,,kurbus,,keskendunud,,üllatunud,,kurbus,,rõõm,,viha,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,Mees,25,Ei,Jah,käisin valimisjaoskonnas
74,01-01-80 00:00,3,et,üllatunud,,muu,väsimus,hirm,,viha,,muu,põlgus,rõõm,,segadustunne,,neutraalne,,neutraalne,,neutraalne,,viha,,neutraalne,,neutraalne,,kurbus,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,ei oska öelda,,segadustunne,,kurbus,,ei oska öelda,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,muu,"näitab, et auto on peatunud","Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,32,Ei,Jah,kasutasin e-valimiste võimalust
77,01-01-80 00:00,3,et,üllatunud,,kurbus,,vastikus,,muu,rahulolematus,vastikus,,rõõm,,kurbus,,kurbus,,üllatunud,,muu,kahtlustav,viha,,üllatunud,,neutraalne,,muu,väsinud,kurbus,,neutraalne,,üllatunud,,neutraalne,,rõõm,,kurbus,,üllatunud,,muu,mõtlik,kurbus,,rõõm,,segadustunne,,üllatunud,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,27,Jah,Jah,kasutasin e-valimiste võimalust
78,01-01-80 00:00,3,et,üllatunud,,kurbus,,vastikus,,keskendunud,,vastikus,,rõõm,,ei oska öelda,,neutraalne,,neutraalne,,neutraalne,,keskendunud,,neutraalne,,ei oska öelda,,muu,väsimus,segadustunne,,neutraalne,,üllatunud,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,ei oska öelda,,segadustunne,,segadustunne,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,23,Jah,Jah,kasutasin e-valimiste võimalust
79,01-01-80 00:00,3,et,segadustunne,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,üllatunud,,segadustunne,,viha,,üllatunud,,neutraalne,,ei oska öelda,,kurbus,,neutraalne,,segadustunne,,ei oska öelda,,rõõm,,kurbus,,keskendunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,34,Jah,Jah,kasutasin e-valimiste võimalust
80,01-01-80 00:00,3,et,segadustunne,,kurbus,,üllatunud,,viha,,vastikus,,rõõm,,ei oska öelda,,ei oska öelda,,ei oska öelda,,ei oska öelda,,ei oska öelda,,ei oska öelda,,neutraalne,,neutraalne,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,kurbus,,kurbus,,keskendunud,,segadustunne,,segadustunne,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,46,Jah,Jah,käisin valimisjaoskonnas
83,01-01-80 00:00,3,et,üllatunud,,kurbus,,üllatunud,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,viha,,vastikus,,üllatunud,,neutraalne,,vastikus,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,keskendunud,,kurbus,,viha,,segadustunne,,üllatunud,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,29,Ei,Jah,kasutasin e-valimiste võimalust
84,01-01-80 00:00,3,et,segadustunne,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,segadustunne,,viha,,viha,,muu,mõtlik,neutraalne,,kurbus,,kurbus,,üllatunud,,segadustunne,,neutraalne,,rõõm,,kurbus,,segadustunne,,kurbus,,kurbus,,rõõm,,viha,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,Naine,36,Jah,Jah,käisin valimisjaoskonnas
85,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,keskendunud,,üllatunud,,viha,,viha,,segadustunne,,viha,,keskendunud,,kurbus,,ei oska öelda,,segadustunne,,hirm,,rõõm,,kurbus,,hirm,,segadustunne,,kurbus,,segadustunne,,viha,,segadustunne,,"Tablool kujutatu viitab, et sõiduk peatub.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,47,Jah,Jah,kasutasin e-valimiste võimalust
86,01-01-80 00:00,3,et,üllatunud,,muu,Murelik,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,kurbus,,viha,,segadustunne,,üllatunud,,kurbus,,kurbus,,neutraalne,,segadustunne,,viha,,rõõm,,kurbus,,muu,äratundmisrõõm,segadustunne,,kurbus,,viha,,viha,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,44,Jah,Jah,kasutasin e-valimiste võimalust
87,01-01-80 00:00,3,et,segadustunne,,kurbus,,üllatunud,,keskendunud,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,keskendunud,,viha,,muu,mõtlik,viha,,muu,pettumus,kurbus,,neutraalne,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,muu,ülemeelikus,neutraalne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Projektsioon viitab, et sõiduk alustab kohe liikumist.",,Naine,20,Jah,Jah,kasutasin e-valimiste võimalust
88,01-01-80 00:00,3,et,üllatunud,,kurbus,,segadustunne,,viha,,vastikus,,rõõm,,kurbus,,ei oska öelda,,üllatunud,,viha,,ei oska öelda,,segadustunne,,üllatunud,,keskendunud,,kurbus,,üllatunud,,segadustunne,,viha,,rõõm,,kurbus,,ei oska öelda,,segadustunne,,kurbus,,rõõm,,ei oska öelda,,viha,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,26,Jah,Jah,kasutasin e-valimiste võimalust
89,01-01-80 00:00,3,et,segadustunne,,kurbus,,hirm,,viha,,vastikus,,rõõm,,neutraalne,,üllatunud,,hirm,,kurbus,,kurbus,,üllatunud,,viha,,segadustunne,,kurbus,,neutraalne,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,vastikus,,rõõm,,kurbus,,segadustunne,,keskendunud,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,56,Jah,Jah,kasutasin e-valimiste võimalust
90,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,keskendunud,,vastikus,,rõõm,,kurbus,,üllatunud,,neutraalne,,keskendunud,,viha,,segadustunne,,neutraalne,,ei oska öelda,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,ei oska öelda,,ei oska öelda,,ei oska öelda,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,29,Jah,Jah,kasutasin e-valimiste võimalust
91,01-01-80 00:00,3,et,üllatunud,,muu,väsimus,hirm,,viha,,vastikus,,rõõm,,kurbus,,segadustunne,,üllatunud,,vastikus,,viha,,üllatunud,,viha,,muu,väsimus,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,neutraalne,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,31,Jah,Jah,kasutasin e-valimiste võimalust
92,01-01-80 00:00,3,et,üllatunud,,muu,kaastunne,vastikus,,viha,,vastikus,,rõõm,,kurbus,,ei oska öelda,,üllatunud,,keskendunud,,viha,,segadustunne,,segadustunne,,keskendunud,,kurbus,,neutraalne,,kurbus,,neutraalne,,rõõm,,kurbus,,rõõm,,kurbus,,kurbus,,ei oska öelda,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,46,Ei,Jah,ma pole kunagi valimas käinud
93,01-01-80 00:00,3,et,hirm,,kurbus,,segadustunne,,viha,,vastikus,,rõõm,,kurbus,,ei oska öelda,,neutraalne,,viha,,viha,,neutraalne,,neutraalne,,kurbus,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,keskendunud,,"Tablool kujutatu viitab, et sõiduk peatub.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,21,Jah,Jah,kasutasin e-valimiste võimalust
94,01-01-80 00:00,3,et,üllatunud,,segadustunne,,vastikus,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,keskendunud,,viha,,üllatunud,,neutraalne,,neutraalne,,kurbus,,üllatunud,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,viha,,segadustunne,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,24,Jah,Jah,ma pole kunagi valimas käinud
96,01-01-80 00:00,3,et,segadustunne,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,neutraalne,,neutraalne,,viha,,viha,,neutraalne,,neutraalne,,kurbus,,kurbus,,neutraalne,,keskendunud,,neutraalne,,rõõm,,kurbus,,segadustunne,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,Naine,26,Jah,Jah,kasutasin e-valimiste võimalust
97,01-01-80 00:00,3,et,hirm,,vastikus,,üllatunud,,ei oska öelda,,muu,Ebameeldivus,rõõm,,kurbus,,neutraalne,,ei oska öelda,,ei oska öelda,,viha,,üllatunud,,neutraalne,,segadustunne,,kurbus,,üllatunud,,segadustunne,,keskendunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,ei oska öelda,,segadustunne,,segadustunne,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,20,Jah,Jah,käisin valimisjaoskonnas
98,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,neutraalne,,üllatunud,,keskendunud,,viha,,segadustunne,,neutraalne,,keskendunud,,kurbus,,üllatunud,,segadustunne,,viha,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,viha,,keskendunud,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,34,Jah,Jah,käisin valimisjaoskonnas
